Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,OCT,2022-23,American Samoa,0.0432,0.1331,-0.0899,2030,6252,46976.5,Overall,Lower by 5 percentage points or greater,All
2024-25,OCT,2022-23,Arizona,0.1193,0.1343,-0.015,880857,991484,7380696.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,New York City,0.1387,0.15310000000000001,-0.0144,1137277,1255523,8200096,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,California,0.18,0.1878,-0.0078,7046000,7352922,39144646,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Chicago,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Colorado,0.2124,0.2201,-0.0077,1226715,1271314,5776181,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Connecticut,0.2221,0.23,-0.0079,786159,814114,3539890,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,District of Columbia,0.1376,0.1473,-0.0097,97434,104297,708203.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Delaware,0.2077,0.2477,-0.0399,203904,243088,981560.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Florida,0.1211,0.1345,-0.0134,2618497,2908878,21623533,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Federated States of Micronesia,0.0359,0.0503,-0.0144,3638,5098,101371,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Georgia,0,0,0,0,0,10647521,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Guam,0.0587,0.0232,0.0355,9803,3874,166917,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Iowa,0.1998,0.195,0.0049,628441,613148,3145074,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Idaho,0.1413,0.1543,-0.013,256615,280154,1816139.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Illinois,0.1713,0.1968,-0.0255,2143670,2463341,12517504,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Indiana,0.1508,0.1662,-0.0154,1012406,1116076,6714728,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Kansas,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Kentucky,0.1497,0.1685,-0.0188,666149,749822,4450995.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Louisiana,0.1137,0.1227,-0.009,524945,566400,4616751,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Maryland,0.2062,0.2227,-0.0165,1241771,1341154,6021010.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Maine,0.2761,0.3235,-0.0474,371130,434819,1344005,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Marshall Islands,0.0353,0.0269,0.0084,2710,2066,76871,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Michigan,0.1732,0.1956,-0.0225,1716525,1939393,9912630.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Minnesota,0.2079,0.236,-0.0281,1169337,1327102,5624147,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Missouri,0.1579,0.1791,-0.0212,965589,1095169,6115723.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,N. Mariana Islands,0.1566,0.1158,0.0408,8061,5960,51467.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Mississippi,0.0863,0.0845,0.0018,254504,249115,2949076.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Montana,0.1422,0.1529,-0.0107,152858,164353,1074894.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,North Carolina,0.1454,0.0796,0.0658,1533266,839212,10541669,Overall,Higher by 5 percentage points or greater,All
2024-25,OCT,2022-23,North Dakota,0.1996,0.2213,-0.0218,151682,168217,760079.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,New Jersey,0.1452,0.1458,-6e-4,1282827,1287721,8832618,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,New Mexico,0.1584,0.1895,-0.0312,331768,397044,2095031,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Nevada,0.1317,0.152,-0.0204,410890,474439,3120407,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,New York,0.1585,0.1944,-0.0359,1747617,2143830,11026194,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Ohio,0.1687,0.1816,-0.0128,1962016,2111076,11627059,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Oklahoma,0.1091,0.113,-0.0039,431636,446926,3956445.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Oregon,0.194,0.1901,0.0039,818622,802302,4220498,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Pennsylvania,0.184,0.2084,-0.0243,2051643,2323001,11148453,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Philadelphia,0.1348,0.2346,-0.0998,211396,367853,1568273.5,Overall,Lower by 5 percentage points or greater,All
2024-25,OCT,2022-23,Puerto Rico,0.064,0.071,-0.0071,203275,225782,3177862.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Republic of Palau,3e-4,2e-4,1e-4,7,4,21412.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,South Dakota,0.1997,0.209,-0.0093,177073,185350,886812,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Houston,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,Tennessee,0.1441,0.1579,-0.0138,986614,1081215,6846888.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Texas,0.0726,0.0697,0.0029,2118487,2034605,29172250,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Utah,0.1692,0.192,-0.0227,545986,619356,3226163.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Virginia,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,OCT,2022-23,U.S. Virgin Islands,0.011,1e-4,0.0109,1163,9,105648,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Vermont,0.2216,0.2633,-0.0417,137537,163447,620682,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Washington,0.196,0.1959,2e-4,1499745,1498434,7650371.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Wisconsin,0.2166,0.2439,-0.0273,1256801,1415200,5801275.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,West Virginia,0.14,0.1439,-0.0039,248652,255635,1776063.5,Overall,Within 5 percentage points,All
2024-25,OCT,2022-23,Wyoming,0.1217,0.1302,-0.0085,70506,75403,579166.5,Overall,Within 5 percentage points,All
2024-25,SEP,2022-23,Alaska,0.0382,0.0075,0.0307,551,108,14422,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Alabama,0.0584,0.0602,-0.0019,4987,5146,85458,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Arkansas,0.0255,0.0261,-6e-4,1387,1422,54432.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,American Samoa,0.0167,0.1112,-0.0945,21,140,1258.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,SEP,2022-23,Arizona,0.0392,0.0427,-0.0035,4853,5280,123698.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,New York City,0.1089,0.1146,-0.0056,16979,17857,155850,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,California,0.0697,0.0963,-0.0266,46884,64773,672299,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Chicago,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Colorado,0.1148,0.1298,-0.015,10862,12283,94603,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Connecticut,0.1737,0.1818,-0.0081,9068,9493,52209,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,District of Columbia,0.0651,0.0854,-0.0203,880,1155,13527.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Delaware,0.0899,0.1035,-0.0136,1431,1647,15908.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Florida,0.0587,0.0507,0.0081,19533,16849,332603,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Federated States of Micronesia,0.0148,4e-4,0.0144,42,1,2844,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Georgia,0,0,0,0,0,188755.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Guam,0.0456,0.0125,0.0331,215,59,4712,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Iowa,0.0853,0.0988,-0.0136,4768,5527,55916,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Idaho,0.0488,0.0738,-0.025,1590,2406,32606.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Illinois,0.0872,0.0918,-0.0046,18414,19378,211177,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Indiana,0.0659,0.0826,-0.0166,8019,10044,121631,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Kansas,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Kentucky,0.0616,0.0677,-0.0061,4897,5383,79533.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Louisiana,0.0266,0.035,-0.0084,2294,3015,86184,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Maryland,0.0924,0.1248,-0.0324,9757,13179,105584.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Maine,0.5531,0.6056,-0.0526,10392,11380,18790,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,SEP,2022-23,Marshall Islands,0.0282,0.0147,0.0135,73,38,2593,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Michigan,0.0745,0.0354,0.0391,12157,5780,163198.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Minnesota,0.0927,0.1115,-0.0187,9330,11215,100594,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Missouri,0.0598,0.0434,0.0163,6490,4717,108572.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,N. Mariana Islands,0.0877,0.064,0.0237,100,73,1139.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Mississippi,0.0169,0.0163,6e-4,904,872,53615.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Montana,0.0226,0.0324,-0.0098,387,554,17119.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,North Carolina,0.1001,0.0767,0.0234,17873,13702,178554.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,North Dakota,0.0847,0.1013,-0.0166,1319,1577,15564.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,New Jersey,0.1271,0.1334,-0.0063,19215,20163,151155,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,New Mexico,0.0138,0.0141,-3e-4,475,485,34451,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Nevada,0.0494,0.0471,0.0023,2671,2547,54115,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,New York,0.0825,0.0996,-0.0172,14389,17387,174496,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Ohio,0.0822,0.081,0.0012,16458,16226,200231,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Oklahoma,0.0328,0.0319,0.001,2424,2353,73805.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Oregon,0.0768,0.0789,-0.0021,4872,5006,63424,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Pennsylvania,0.1099,0.1228,-0.0129,18861,21073,171599,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Philadelphia,0.1167,0.1693,-0.0526,3502,5082,30010.5,6-23 months,Lower by 5 percentage points or greater,Child
2024-25,SEP,2022-23,Puerto Rico,0.0134,0.0126,8e-4,502,473,37396.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Republic of Palau,0,0,0,0,0,355.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,South Dakota,0.045,0.0542,-0.0093,796,960,17706,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Houston,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,Tennessee,0.0632,0.0661,-0.0029,7612,7965,120410.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Texas,0.0671,0.0637,0.0034,38286,36347,570423.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Utah,0.0814,0.0961,-0.0147,5778,6822,71006.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Virginia,NA,NA,NA,NA,NA,NA,6-23 months,Not Available,Child
2024-25,SEP,2022-23,U.S. Virgin Islands,0.0067,0,0.0067,13,0,1951,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Vermont,0.1007,0.1031,-0.0024,829,849,8232,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Washington,0.0845,0.0874,-0.0029,11004,11388,130262.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Wisconsin,0.089,0.0979,-0.0089,8493,9342,95451.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,West Virginia,0.0245,0.0266,-0.0021,651,708,26572.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2022-23,Wyoming,0.0096,0.0142,-0.0046,91,135,9510.5,6-23 months,Within 5 percentage points,Child
2024-25,JUL,2022-23,Alaska,0,0,0,0,2,41226,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Alabama,0,0,0,5,10,239102,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arkansas,0,1e-4,-1e-4,0,9,154434,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,American Samoa,0,0,0,0,0,3481,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Arizona,1e-4,1e-4,0,32,32,366688,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York City,1e-4,2e-4,-1e-4,44,68,385957,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,California,0,0,0,27,83,1966287,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Chicago,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Colorado,1e-4,2e-4,-1e-4,26,58,274405,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Connecticut,0,1e-4,-1e-4,4,20,153657,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,District of Columbia,0,2e-4,-2e-4,1,6,32005,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Delaware,0,1e-4,-1e-4,0,6,45161,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Florida,2e-4,3e-4,-1e-4,174,290,941363,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Federated States of Micronesia,0,0,0,0,0,7726,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Georgia,0,0,0,0,0,547437,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Guam,0,1e-4,-1e-4,0,1,12460,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Iowa,0,6.2083e-6,-6.21e-6,0,1,161075,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Idaho,0,0,0,4,3,99629,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Illinois,0,1e-4,-9.87e-6,28,34,607964,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Indiana,8.6368e-6,1e-4,-1e-4,3,30,347351,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Kansas,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Kentucky,8.9859e-6,1e-4,-1e-4,2,18,222571,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Louisiana,0,0,0,8,12,242051,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Maryland,0,0,6.7571e-6,6,4,295984,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Maine,0.0121,0.0413,-0.0292,651,2219,53773,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Marshall Islands,0,4e-4,-4e-4,0,3,6738,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Michigan,2.1388e-6,0,2.1388e-6,1,0,467559,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Minnesota,0,6.8662e-6,3.4331e-6,3,2,291284,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Missouri,0,0,0,0,12,302877,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,N. Mariana Islands,0,7e-4,-7e-4,0,2,3019,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Mississippi,0,0,0,4,4,149649,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Montana,0,0,0,0,0,51927,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Carolina,0,1e-4,-1e-4,7,43,504671,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,North Dakota,0,0,0,2,1,42112,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,New Jersey,1e-4,2e-4,-1e-4,23,86,423451,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New Mexico,0,0,9.5872e-6,3,2,104306,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Nevada,0,2e-4,-1e-4,3,24,155213,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,New York,0,1e-4,-1e-4,7,34,503705,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Ohio,0,0,-3.51e-6,11,13,569627,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oklahoma,0,0,0,3,7,215130,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Oregon,0,0,0,0,4,192782,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Pennsylvania,0,1e-4,0,9,29,500397,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Philadelphia,0,2e-4,-2e-4,0,12,78981,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Puerto Rico,0,1e-4,-1e-4,2,9,118083,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Rhode Island,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Republic of Palau,0,0,0,0,0,928,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,South Carolina,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,South Dakota,0,0,0,1,1,49273,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Houston,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,Tennessee,1e-4,1e-4,-1e-4,18,45,333492,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Texas,1e-4,1e-4,0,95,120,1668393,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Utah,4.8554e-6,1e-4,-1e-4,1,17,205956,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Virginia,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,JUL,2022-23,U.S. Virgin Islands,0,0,0,0,0,5553,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Vermont,0,1e-4,-1e-4,0,3,24859,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Washington,0,1e-4,0,7,25,377461,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wisconsin,0,1e-4,-1e-4,0,25,275092,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,West Virginia,0,0,0,0,1,79949,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Wyoming,0,1e-4,-1e-4,0,2,29524,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Alaska,5e-4,4e-4,0,19,18,41226,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Alabama,0.0018,0.0015,3e-4,423,363,239102,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Arkansas,2e-4,5e-4,-3e-4,32,75,154434,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,American Samoa,0,0.16,-0.16,0,557,3481,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,AUG,2022-23,Arizona,0.0019,0.0027,-8e-4,698,993,366688,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New York City,0.0064,0.0129,-0.0065,2467,4968,385957,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,California,0.0011,0.0051,-0.004,2093,10034,1966287,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Chicago,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Colorado,0.0025,0.0041,-0.0016,685,1136,274405,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Connecticut,0.01,0.0084,0.0015,1535,1298,153657,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,District of Columbia,0.002,0.006,-0.004,63,191,32005,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Delaware,0.0014,0.0031,-0.0017,63,138,45161,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Florida,0.0035,0.0028,7e-4,3309,2676,941363,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Federated States of Micronesia,5e-4,0,5e-4,4,0,7726,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Georgia,0,0,0,0,0,547437,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Guam,0.0051,3e-4,0.0048,64,4,12460,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Iowa,3e-4,0.0011,-8e-4,44,175,161075,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Idaho,4e-4,2e-4,1e-4,35,23,99629,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Illinois,0.0026,0.0028,-2e-4,1574,1684,607964,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Indiana,0.0013,0.0018,-5e-4,448,630,347351,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Kansas,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Kentucky,0.0017,0.0018,-1e-4,372,396,222571,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Louisiana,7e-4,7e-4,0,162,173,242051,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,Maryland,0.0029,0.0051,-0.0022,863,1516,295984,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Maine,0.0269,0.0914,-0.0644,1448,4913,53773,5-8 years,Lower by 5 percentage points or greater,Child
2024-25,AUG,2022-23,Marshall Islands,0,6e-4,-6e-4,0,4,6738,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Michigan,0.0022,0.0021,1e-4,1043,1000,467559,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Minnesota,0.0012,0.0023,-0.0011,358,667,291284,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Missouri,6e-4,6e-4,0,183,168,302877,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,N. Mariana Islands,0.0053,0.001,0.0043,16,3,3019,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Mississippi,3e-4,5e-4,-2e-4,38,68,149649,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Montana,6e-4,7e-4,-1e-4,32,36,51927,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,North Carolina,0.0024,0.0022,2e-4,1220,1114,504671,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,North Dakota,5e-4,0.0022,-0.0017,21,94,42112,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,5-8 years,Not Available,Child
2024-25,AUG,2022-23,New Jersey,0.0103,0.0115,-0.0012,4362,4849,423451,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New Mexico,0.0019,0.0011,8e-4,202,115,104306,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Nevada,0.0022,0.0017,5e-4,338,260,155213,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New York,0.0033,0.0057,-0.0023,1684,2860,503705,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Ohio,0.0021,0.003,-9e-4,1182,1703,569627,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Oklahoma,2e-4,4e-4,-1e-4,49,80,215130,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Oregon,5e-4,4e-4,1e-4,104,82,192782,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Pennsylvania,0.0022,0.0036,-0.0014,1106,1825,500397,5-8 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Philadelphia,0.0023,0.0053,-0.003,183,418,78981,5-8 years,Within 5 percentage points,Child
